Cal. year / month,Material Group,Calendar Day,Material,Brand,Sales Office,Sales District,Sold-to party,Acounts,Ship-To Party,Customer group 1,SalesValue,SalesQty,FocQty,Total Qty(Ea)
7.2022,ASTRA ZENECA,7/2/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Bur Dubai,41768,GULF PHARMACY-BUR DUBAI,41768,Private,151.94 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Fujairah,71429,MAKKAH PHARMACY - FUJAIRAH,71429,Private,75.97 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Fujairah,92362,NATIONAL MEDICAL CENTRE PHY FUJ,92362,Private,455.82 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360023,NEXIUM 10MG SACHETS OF 28'S,MPC Dubai Sales Off,Ras Al Khaima,8030,AL NAKHEEL PHY - RAK,8030,Private,75.97 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360024,NEXIUM 40MG INJ PACK OF 10'S,MPC Dubai Sales Off,Bur Dubai,91865,REAL 7 PHY DMCC CLUSTER D (L.G),91865,Private,616.20 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360025,NEXIUM 20MG TABS OF 14'S,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"69,830.93 AED","1,103.000 EA",216.000 EA,"1,319.000 EA"
7.2022,ASTRA ZENECA,7/2/2022,M360025,NEXIUM 20MG TABS OF 14'S,MPC Dubai Sales Off,Bur Dubai,110574,NAHDI DRUG STORE L.L.C,110574,Private,"3,165.50 AED",50.000 EA,,50.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360026,NEXIUM 40MG TABS OF 14'S,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"407,698.00 AED","4,600.000 EA",552.000 EA,"5,152.000 EA"
7.2022,ASTRA ZENECA,7/2/2022,M360026,NEXIUM 40MG TABS OF 14'S,MPC Dubai Sales Off,Deira Dubai,19443,AL BARAHA PHARMACY LLC. - DUBAI,19443,Private,265.89 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360026,NEXIUM 40MG TABS OF 14'S,MPC Dubai Sales Off,Bur Dubai,110574,NAHDI DRUG STORE L.L.C,110574,Private,"17,726.00 AED",200.000 EA,,200.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360048,SYMBICORT  160/4.5 MCG 120DOSE,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"65,841.00 AED",300.000 EA,18.000 EA,318.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,135.06 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360049,SYMBICORT 80/4.5 MCG CHILDREN 120DOSE,MPC Dubai Sales Off,Bur Dubai,46629,SUPER CARE EMIRATES PHARMACY,46629,Private,540.24 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360060,CRESTOR 5MG TABS OF 28'S.,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"80,190.00 AED","1,000.000 EA",120.000 EA,"1,120.000 EA"
7.2022,ASTRA ZENECA,7/2/2022,M360060,CRESTOR 5MG TABS OF 28'S.,MPC Dubai Sales Off,Bur Dubai,57257,NAKHEEL PHARMACY B.DXB,57257,Private,801.90 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360061,CRESTOR 20MG OF 28'S,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"130,000.00 AED",800.000 EA,96.000 EA,896.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"242,675.00 AED","2,500.000 EA",300.000 EA,"2,800.000 EA"
7.2022,ASTRA ZENECA,7/2/2022,M360062,CRESTOR 10MG OF 28'S,MPC Dubai Sales Off,Deira Dubai,19443,AL BARAHA PHARMACY LLC. - DUBAI,19443,Private,97.07 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360063,CRESTOR 40MG TABS OF 28'S,MPC Dubai Sales Off,Dubai,123572,WESTERN DRUG & MEDICAL EQUIPMENT ST,123572,Private,"16,882.00 AED",100.000 EA,12.000 EA,112.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Dubai,121696,LIFE PHARMACY L.L.C (DMCC BRANCH),121696,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Dubai,122947,LIFE PHARMACY 87 (BR OF LIFE PHARMA,122947,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Deira Dubai,47973,AL KANZ PHARMACY DEIRA (L.G),47973,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Deira Dubai,90926,BANIYAS LIFE PHY(L.G),90926,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,27658,LIWA PHARMACY(L.G),27658,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,48877,LIFE HOME HEALTH CARE FZ (L.G),48877,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,91865,REAL 7 PHY DMCC CLUSTER D (L.G),91865,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,95221,LIFE PHARMACY LLC(DMCC BR)L.G,95221,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Bur Dubai,110166,LIFE PHARMACY 11 (L.G),110166,Private,362.96 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,76576,AL FARDAN CENTRE PHY (L.G),76576,Private,"1,088.88 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360094,BRILINTA 90MG TAB OF 56,MPC Dubai Sales Off,Sharjah,91357,HALA PHARMACY LLC - BR 19 (L.G.),91357,Private,725.92 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/2/2022,M360118,PULMICORT NEB.SOL OF 0.5MG OF 20'S,MPC Dubai Sales Off,Dubai,87266,AL JALILA CHILDREN'S SPECIALITY,87266,Institutional,"33,760.00 AED",200.000 EA,,200.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Dubai,71797,AL ZAHRA HOSPITAL - DUBAI,71797,Private,"1,468.74 AED",6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Dubai,120616,DAR ALEMAN PHARMACY L.L.C,120616,Private,244.79 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Deira Dubai,37141,AL KHAWANEEJ PHY DXB-MED7,37141,Private,244.79 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Sharjah,75874,AL SAHA & AL JAMAL PHY - SHJ,75874,Private,"1,468.74 AED",6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Ras Al Khaima,1622,AL MANAL PHY-RAK,1622,Private,244.79 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Dubai Sales Off,Ras Al Khaima,114820,CAPITAL PHARMACY LLC RAK,114820,Private,489.58 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Abudhabi Off,Abu Dhabi,72671,VPS DRUG STORE LLC,72671,Private,"12,239.50 AED",50.000 EA,,50.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350752,ARIMIDEX 1MG TAB OF 28'S,MPC Abudhabi Off,Abu Dhabi,112771,AL AHALIA NATIONAL PHARMACY L.L.C.,112771,Private,"1,713.53 AED",7.000 EA,,7.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350760,CASODEX 50MG TAB OF 28,MPC Dubai Sales Off,Sharjah,120281,HALA PHARMACY LLC -BR 55 (L.G),120281,Private,"1,716.90 AED",3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Dubai Sales Off,Deira Dubai,110659,MODERN PHARMACY (DUBAI),110659,Private,626.76 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Dubai Sales Off,Bur Dubai,1615,SUPER CARE PHARMACY LLC,1615,Private,"41,784.00 AED",200.000 EA,10.000 EA,210.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Dubai Sales Off,Sharjah,1569,MAJID PHY-SHJ,1569,Private,"10,446.00 AED",50.000 EA,,50.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Dubai Sales Off,Sharjah,75868,ALPHA AL WAHDA PHARMACY LLC - SHJ,75868,Private,626.76 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Dubai Sales Off,Sharjah,106489,AL MOAALAJ PHARMACY LLC - SHJ,106489,Private,"2,089.20 AED",10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Dubai Sales Off,Fujairah,62973,AL SHARQ HOSPITAL-FUJ,1000000757,Private,"5,223.00 AED",25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Dubai Sales Off,Ajman,123671,GRAND ALEMAN PHARMACY L.L.C,123671,Private,208.92 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Abudhabi Off,Abu Dhabi,59846,NEW DAR NOURI PHARMACY,59846,Private,417.84 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Abudhabi Off,Abu Dhabi,68742,ADVANCE CURE PHARMACY  A/DHABI,68742,Private,"3,133.80 AED",15.000 EA,,15.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Abudhabi Off,Abu Dhabi,72671,VPS DRUG STORE LLC,72671,Private,"83,568.00 AED",400.000 EA,16.000 EA,416.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350764,FORXIGA 10MG TABS OF 28S,MPC Abudhabi Off,Al Ain,200,Anis,200,Private,"1,253.52 AED",6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350765,FORXIGA 5MG TABS OF 28S,MPC Dubai Sales Off,Bur Dubai,1322,AL FALAH PHY-BUR DXB,1322,Private,208.92 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Deira Dubai,1515,AL TAWAR PHY -DEIRA,1515,Private,24.06 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Deira Dubai,13036,HIBA PHARMACY - DEIRA DUBAI,13036,Private,72.18 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Bur Dubai,1649,UMM AL QURA PHARMACY,1649,Private,72.18 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Bur Dubai,78468,NAJMAT AL SANA DRUG STORE LLC,78468,Private,601.50 AED,25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Bur Dubai,105516,EMIRATES HOSPITALS GROUP MEDICAL,105516,Private,601.50 AED,25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Sharjah,1320,AL FAJER PHY-SHJ,1320,Private,48.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Sharjah,80664,BAIT AL DAWAA PHARMACY- SHJ,80664,Private,24.06 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Sharjah-Dhaid,1566,AL KHALID PHY-DHAID,1566,Private,144.36 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Ajman,110671,MODERN PHARMACY AJMAN,110671,Private,288.72 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Umm Al Quwain,1518,TAJERAN PHARMACY - UAQ,1518,Private,24.06 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Dubai Sales Off,Ras Al Khaima,19061,AL MADEENA PHARMACY-RAK,19061,Private,96.24 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,8993,AL MARWA PHARMACY - ABUDHABI,8993,Private,144.36 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,47465,AL SHAM PHARMACY -AUH,47465,Private,72.18 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,69653,AL MUWAILIH PHARMACY - AUH,69653,Private,48.12 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,72671,VPS DRUG STORE LLC,72671,Private,818.04 AED,34.000 EA,,34.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,75902,GLOBAL MEDICAL SUPPLYCHAIN LLC,75902,Institutional,"8,964.48 AED",667.000 EA,28.000 EA,695.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Abu Dhabi,118359,TRUE LIFE PHARMACY L.L.C,118359,Private,72.18 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Al Ain,200,Anis,200,Private,288.72 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350776,TENORMIN 50MG TABS 28,MPC Abudhabi Off,Al Ain,90769,IRVINE PHARMACY,90769,Private,144.36 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350797,BETALOC 1MG/ML INJ 5MLx5,MPC Abudhabi Off,Abu Dhabi,95645,SHAIKH SHAKBOOT MEDICAL CITY -SSMC,95645,Institutional,"2,302.97 AED",60.000 EA,,60.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,80360,AL MISK PHARMACY  - DXB,80360,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,80982,REAL PHARMACY (L.G),80982,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,85769,LIFE AL RIQQA PHY LLC-(L.G),85769,Private,75.96 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,87694,LIFE PHY 3 LLC DCC -(L.G),87694,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,107173,FIT FOR LIFE PHARMACY LLC,107173,Private,126.60 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,116114,LIFE PHARMACY 52 (L.G),116114,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Dubai,119545,LIFE PHARMACY 76 ( BR OF L.G ),119545,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,1418,MIRDIF PHY-RASHIDHYA  - MED7,1418,Private,151.92 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,13819,AL HAWI PHARMACY - DEIRA (L.G),13819,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,32278,FAWAGEE PHARMACY-DEIRA(L.G),32278,Private,75.96 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,40615,FAWAGEE SCIENTIFIC PHY -(L.G),40615,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,47973,AL KANZ PHARMACY DEIRA (L.G),47973,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,55123,LIFE AL BARSHA PHARMACY (L.G),55123,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,57841,RELIEF PHARMACY LLC  - RL.GP,57841,Private,126.60 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,60680,LIFE EXPRESS PHARMACY-(L.G),60680,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,70484,NEW GRAND MURQABAT PHY (L.G),70484,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,72913,DOCIB MEDICAL STORE,72913,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,76608,REAL 6 PHY B-DXB(L.G),76608,Private,75.96 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,76638,REAL 4 PHY B.DXB(L.G),76638,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,78724,REAL 7 PHY BR.LAKE SIDE (L.G),78724,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,90681,LIFE PHARMACY 5 LLC - DFC-(L.G),90681,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,115802,LIFE PHARMACY 55 (L.G),115802,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,116002,MEADOWS LIFE PHARMACY (L.G),116002,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Deira Dubai,116674,LIFE PHAMARCY 56 (L.G),116674,Private,63.30 AED,5.000 EA,,5.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,1507,SONDOS PHY DXB-MED7,1507,Private,316.50 AED,25.000 EA,,25.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,1652,AL ZAHRA PHY-KARAMA(L.G),1652,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,8014,SAFA SOCIETY PHY-BUR DXB(L.G),8014,Private,75.96 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,41110,NATURE`S LIFE PHY -(L.G),41110,Private,177.24 AED,14.000 EA,,14.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,45852,MEDI LINK PHARMACY - DXB,45852,Private,151.92 AED,12.000 EA,,12.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,78477,LIFE DIP PHARMACY(L.G),78477,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,90684,LIFE ALYALAYIS 1 PHARMACY(L.G),90684,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,90854,LIFE ALBARSHA PHY SOUTH FOURTH(L.G),90854,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,91393,LIFE PHARMACY 3 L.L.C (L.G)TOWAR BR,91393,Private,75.96 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,95928,1190-LA RIVIERA LIFE PHY(L.G),95928,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,97004,NEW SILICON PAHRMACY (L.G),97004,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,105020,LIFE PHARMACY DAMASCUS (L.G),105020,Private,12.66 AED,1.000 EA,,1.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,111216,FESTIVAL LIFE PHARMACY (L.G),111216,Private,75.96 AED,6.000 EA,,6.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,112401,LIFE PHARMACY 19 (L.G),112401,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,117216,LIFE PHARMACY 23 (L.G),117216,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Bur Dubai,118199,LIFE PHARMACY 47 (L.G),118199,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah,1244,AL AMEERA PHY - SHJ,1244,Private,50.64 AED,4.000 EA,,4.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah,1348,AL HANAN PHY-SHJ,1348,Private,25.32 AED,2.000 EA,,2.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah,1424,MAKKAH PHARMACY-SHJ,1424,Private,126.60 AED,10.000 EA,,10.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah,39313,IBN ZOHR PHARMACY-SHJ,39313,Private,37.98 AED,3.000 EA,,3.000 EA
7.2022,ASTRA ZENECA,7/4/2022,M350800,INDERAL 40MG TABS 50,MPC Dubai Sales Off,Sharjah,54761,AL ITEKAL PHARMACY LLC - MED7,54761,Private,37.98 AED,3.000 EA,,3.000 EA
